,id,target,filename,name,preprocessed_filename
0,001121a05,1,/media/viktor/T7/gravitational-waves-kaggle-2022/kaggle-data/train/001121a05.hdf5,001121a05,/media/viktor/T7/gravitational-waves-kaggle-2022/train/001121a05.npy
1,004f23b2d,1,/media/viktor/T7/gravitational-waves-kaggle-2022/kaggle-data/train/004f23b2d.hdf5,004f23b2d,/media/viktor/T7/gravitational-waves-kaggle-2022/train/004f23b2d.npy
2,00a6db666,1,/media/viktor/T7/gravitational-waves-kaggle-2022/kaggle-data/train/00a6db666.hdf5,00a6db666,/media/viktor/T7/gravitational-waves-kaggle-2022/train/00a6db666.npy
3,00f36a6ac,1,/media/viktor/T7/gravitational-waves-kaggle-2022/kaggle-data/train/00f36a6ac.hdf5,00f36a6ac,/media/viktor/T7/gravitational-waves-kaggle-2022/train/00f36a6ac.npy
4,010a387db,1,/media/viktor/T7/gravitational-waves-kaggle-2022/kaggle-data/train/010a387db.hdf5,010a387db,/media/viktor/T7/gravitational-waves-kaggle-2022/train/010a387db.npy
5,0197bacf8,1,/media/viktor/T7/gravitational-waves-kaggle-2022/kaggle-data/train/0197bacf8.hdf5,0197bacf8,/media/viktor/T7/gravitational-waves-kaggle-2022/train/0197bacf8.npy
6,01b8b67f3,1,/media/viktor/T7/gravitational-waves-kaggle-2022/kaggle-data/train/01b8b67f3.hdf5,01b8b67f3,/media/viktor/T7/gravitational-waves-kaggle-2022/train/01b8b67f3.npy
7,01bcf6533,0,/media/viktor/T7/gravitational-waves-kaggle-2022/kaggle-data/train/01bcf6533.hdf5,01bcf6533,/media/viktor/T7/gravitational-waves-kaggle-2022/train/01bcf6533.npy
8,01dba9731,1,/media/viktor/T7/gravitational-waves-kaggle-2022/kaggle-data/train/01dba9731.hdf5,01dba9731,/media/viktor/T7/gravitational-waves-kaggle-2022/train/01dba9731.npy
9,021248995,1,/media/viktor/T7/gravitational-waves-kaggle-2022/kaggle-data/train/021248995.hdf5,021248995,/media/viktor/T7/gravitational-waves-kaggle-2022/train/021248995.npy
10,02887d232,1,/media/viktor/T7/gravitational-waves-kaggle-2022/kaggle-data/train/02887d232.hdf5,02887d232,/media/viktor/T7/gravitational-waves-kaggle-2022/train/02887d232.npy
11,029ed046c,0,/media/viktor/T7/gravitational-waves-kaggle-2022/kaggle-data/train/029ed046c.hdf5,029ed046c,/media/viktor/T7/gravitational-waves-kaggle-2022/train/029ed046c.npy
12,02c478b09,1,/media/viktor/T7/gravitational-waves-kaggle-2022/kaggle-data/train/02c478b09.hdf5,02c478b09,/media/viktor/T7/gravitational-waves-kaggle-2022/train/02c478b09.npy
13,02c8f43f3,0,/media/viktor/T7/gravitational-waves-kaggle-2022/kaggle-data/train/02c8f43f3.hdf5,02c8f43f3,/media/viktor/T7/gravitational-waves-kaggle-2022/train/02c8f43f3.npy
14,03189bb3d,1,/media/viktor/T7/gravitational-waves-kaggle-2022/kaggle-data/train/03189bb3d.hdf5,03189bb3d,/media/viktor/T7/gravitational-waves-kaggle-2022/train/03189bb3d.npy
15,0367dc82c,1,/media/viktor/T7/gravitational-waves-kaggle-2022/kaggle-data/train/0367dc82c.hdf5,0367dc82c,/media/viktor/T7/gravitational-waves-kaggle-2022/train/0367dc82c.npy
16,04673609a,1,/media/viktor/T7/gravitational-waves-kaggle-2022/kaggle-data/train/04673609a.hdf5,04673609a,/media/viktor/T7/gravitational-waves-kaggle-2022/train/04673609a.npy
17,047e6e2a3,1,/media/viktor/T7/gravitational-waves-kaggle-2022/kaggle-data/train/047e6e2a3.hdf5,047e6e2a3,/media/viktor/T7/gravitational-waves-kaggle-2022/train/047e6e2a3.npy
18,0517ef7fe,1,/media/viktor/T7/gravitational-waves-kaggle-2022/kaggle-data/train/0517ef7fe.hdf5,0517ef7fe,/media/viktor/T7/gravitational-waves-kaggle-2022/train/0517ef7fe.npy
19,05c0675fe,1,/media/viktor/T7/gravitational-waves-kaggle-2022/kaggle-data/train/05c0675fe.hdf5,05c0675fe,/media/viktor/T7/gravitational-waves-kaggle-2022/train/05c0675fe.npy
20,05cdc0769,0,/media/viktor/T7/gravitational-waves-kaggle-2022/kaggle-data/train/05cdc0769.hdf5,05cdc0769,/media/viktor/T7/gravitational-waves-kaggle-2022/train/05cdc0769.npy
21,05f0aef12,1,/media/viktor/T7/gravitational-waves-kaggle-2022/kaggle-data/train/05f0aef12.hdf5,05f0aef12,/media/viktor/T7/gravitational-waves-kaggle-2022/train/05f0aef12.npy
22,067b3fb4b,1,/media/viktor/T7/gravitational-waves-kaggle-2022/kaggle-data/train/067b3fb4b.hdf5,067b3fb4b,/media/viktor/T7/gravitational-waves-kaggle-2022/train/067b3fb4b.npy
23,06e321c6e,0,/media/viktor/T7/gravitational-waves-kaggle-2022/kaggle-data/train/06e321c6e.hdf5,06e321c6e,/media/viktor/T7/gravitational-waves-kaggle-2022/train/06e321c6e.npy
24,07b326ea1,1,/media/viktor/T7/gravitational-waves-kaggle-2022/kaggle-data/train/07b326ea1.hdf5,07b326ea1,/media/viktor/T7/gravitational-waves-kaggle-2022/train/07b326ea1.npy
25,08a060dad,1,/media/viktor/T7/gravitational-waves-kaggle-2022/kaggle-data/train/08a060dad.hdf5,08a060dad,/media/viktor/T7/gravitational-waves-kaggle-2022/train/08a060dad.npy
26,08c444d66,1,/media/viktor/T7/gravitational-waves-kaggle-2022/kaggle-data/train/08c444d66.hdf5,08c444d66,/media/viktor/T7/gravitational-waves-kaggle-2022/train/08c444d66.npy
27,09134f1c2,1,/media/viktor/T7/gravitational-waves-kaggle-2022/kaggle-data/train/09134f1c2.hdf5,09134f1c2,/media/viktor/T7/gravitational-waves-kaggle-2022/train/09134f1c2.npy
28,0920a4276,1,/media/viktor/T7/gravitational-waves-kaggle-2022/kaggle-data/train/0920a4276.hdf5,0920a4276,/media/viktor/T7/gravitational-waves-kaggle-2022/train/0920a4276.npy
29,09531cde3,1,/media/viktor/T7/gravitational-waves-kaggle-2022/kaggle-data/train/09531cde3.hdf5,09531cde3,/media/viktor/T7/gravitational-waves-kaggle-2022/train/09531cde3.npy
30,097370861,1,/media/viktor/T7/gravitational-waves-kaggle-2022/kaggle-data/train/097370861.hdf5,097370861,/media/viktor/T7/gravitational-waves-kaggle-2022/train/097370861.npy
31,09e55aeba,0,/media/viktor/T7/gravitational-waves-kaggle-2022/kaggle-data/train/09e55aeba.hdf5,09e55aeba,/media/viktor/T7/gravitational-waves-kaggle-2022/train/09e55aeba.npy
32,09ecddbba,1,/media/viktor/T7/gravitational-waves-kaggle-2022/kaggle-data/train/09ecddbba.hdf5,09ecddbba,/media/viktor/T7/gravitational-waves-kaggle-2022/train/09ecddbba.npy
33,0ba188c57,1,/media/viktor/T7/gravitational-waves-kaggle-2022/kaggle-data/train/0ba188c57.hdf5,0ba188c57,/media/viktor/T7/gravitational-waves-kaggle-2022/train/0ba188c57.npy
34,0bc8216f2,1,/media/viktor/T7/gravitational-waves-kaggle-2022/kaggle-data/train/0bc8216f2.hdf5,0bc8216f2,/media/viktor/T7/gravitational-waves-kaggle-2022/train/0bc8216f2.npy
35,0c102ab5a,1,/media/viktor/T7/gravitational-waves-kaggle-2022/kaggle-data/train/0c102ab5a.hdf5,0c102ab5a,/media/viktor/T7/gravitational-waves-kaggle-2022/train/0c102ab5a.npy
36,0c30b3fef,0,/media/viktor/T7/gravitational-waves-kaggle-2022/kaggle-data/train/0c30b3fef.hdf5,0c30b3fef,/media/viktor/T7/gravitational-waves-kaggle-2022/train/0c30b3fef.npy
37,0c55d030c,0,/media/viktor/T7/gravitational-waves-kaggle-2022/kaggle-data/train/0c55d030c.hdf5,0c55d030c,/media/viktor/T7/gravitational-waves-kaggle-2022/train/0c55d030c.npy
38,0d0ad0b19,1,/media/viktor/T7/gravitational-waves-kaggle-2022/kaggle-data/train/0d0ad0b19.hdf5,0d0ad0b19,/media/viktor/T7/gravitational-waves-kaggle-2022/train/0d0ad0b19.npy
39,0dc4c8ed0,1,/media/viktor/T7/gravitational-waves-kaggle-2022/kaggle-data/train/0dc4c8ed0.hdf5,0dc4c8ed0,/media/viktor/T7/gravitational-waves-kaggle-2022/train/0dc4c8ed0.npy
40,0e39a18bf,1,/media/viktor/T7/gravitational-waves-kaggle-2022/kaggle-data/train/0e39a18bf.hdf5,0e39a18bf,/media/viktor/T7/gravitational-waves-kaggle-2022/train/0e39a18bf.npy
41,0e60d4893,0,/media/viktor/T7/gravitational-waves-kaggle-2022/kaggle-data/train/0e60d4893.hdf5,0e60d4893,/media/viktor/T7/gravitational-waves-kaggle-2022/train/0e60d4893.npy
42,0e66d0460,0,/media/viktor/T7/gravitational-waves-kaggle-2022/kaggle-data/train/0e66d0460.hdf5,0e66d0460,/media/viktor/T7/gravitational-waves-kaggle-2022/train/0e66d0460.npy
43,0eb30f7c4,0,/media/viktor/T7/gravitational-waves-kaggle-2022/kaggle-data/train/0eb30f7c4.hdf5,0eb30f7c4,/media/viktor/T7/gravitational-waves-kaggle-2022/train/0eb30f7c4.npy
44,0ebe28dd5,0,/media/viktor/T7/gravitational-waves-kaggle-2022/kaggle-data/train/0ebe28dd5.hdf5,0ebe28dd5,/media/viktor/T7/gravitational-waves-kaggle-2022/train/0ebe28dd5.npy
45,0ee090299,1,/media/viktor/T7/gravitational-waves-kaggle-2022/kaggle-data/train/0ee090299.hdf5,0ee090299,/media/viktor/T7/gravitational-waves-kaggle-2022/train/0ee090299.npy
46,0f53d8b96,1,/media/viktor/T7/gravitational-waves-kaggle-2022/kaggle-data/train/0f53d8b96.hdf5,0f53d8b96,/media/viktor/T7/gravitational-waves-kaggle-2022/train/0f53d8b96.npy
47,10dfa2ed6,0,/media/viktor/T7/gravitational-waves-kaggle-2022/kaggle-data/train/10dfa2ed6.hdf5,10dfa2ed6,/media/viktor/T7/gravitational-waves-kaggle-2022/train/10dfa2ed6.npy
48,10eaa1cb2,0,/media/viktor/T7/gravitational-waves-kaggle-2022/kaggle-data/train/10eaa1cb2.hdf5,10eaa1cb2,/media/viktor/T7/gravitational-waves-kaggle-2022/train/10eaa1cb2.npy
49,113ef0cbc,0,/media/viktor/T7/gravitational-waves-kaggle-2022/kaggle-data/train/113ef0cbc.hdf5,113ef0cbc,/media/viktor/T7/gravitational-waves-kaggle-2022/train/113ef0cbc.npy
50,1185806d8,1,/media/viktor/T7/gravitational-waves-kaggle-2022/kaggle-data/train/1185806d8.hdf5,1185806d8,/media/viktor/T7/gravitational-waves-kaggle-2022/train/1185806d8.npy
51,119610501,1,/media/viktor/T7/gravitational-waves-kaggle-2022/kaggle-data/train/119610501.hdf5,119610501,/media/viktor/T7/gravitational-waves-kaggle-2022/train/119610501.npy
52,123594dc7,1,/media/viktor/T7/gravitational-waves-kaggle-2022/kaggle-data/train/123594dc7.hdf5,123594dc7,/media/viktor/T7/gravitational-waves-kaggle-2022/train/123594dc7.npy
53,1282f6c1f,1,/media/viktor/T7/gravitational-waves-kaggle-2022/kaggle-data/train/1282f6c1f.hdf5,1282f6c1f,/media/viktor/T7/gravitational-waves-kaggle-2022/train/1282f6c1f.npy
54,12f0fd6fd,0,/media/viktor/T7/gravitational-waves-kaggle-2022/kaggle-data/train/12f0fd6fd.hdf5,12f0fd6fd,/media/viktor/T7/gravitational-waves-kaggle-2022/train/12f0fd6fd.npy
55,12f9824fa,0,/media/viktor/T7/gravitational-waves-kaggle-2022/kaggle-data/train/12f9824fa.hdf5,12f9824fa,/media/viktor/T7/gravitational-waves-kaggle-2022/train/12f9824fa.npy
56,13a23148f,0,/media/viktor/T7/gravitational-waves-kaggle-2022/kaggle-data/train/13a23148f.hdf5,13a23148f,/media/viktor/T7/gravitational-waves-kaggle-2022/train/13a23148f.npy
57,13df1746e,1,/media/viktor/T7/gravitational-waves-kaggle-2022/kaggle-data/train/13df1746e.hdf5,13df1746e,/media/viktor/T7/gravitational-waves-kaggle-2022/train/13df1746e.npy
58,147cc5f92,1,/media/viktor/T7/gravitational-waves-kaggle-2022/kaggle-data/train/147cc5f92.hdf5,147cc5f92,/media/viktor/T7/gravitational-waves-kaggle-2022/train/147cc5f92.npy
59,1510f75f9,1,/media/viktor/T7/gravitational-waves-kaggle-2022/kaggle-data/train/1510f75f9.hdf5,1510f75f9,/media/viktor/T7/gravitational-waves-kaggle-2022/train/1510f75f9.npy
60,1523dcd0c,1,/media/viktor/T7/gravitational-waves-kaggle-2022/kaggle-data/train/1523dcd0c.hdf5,1523dcd0c,/media/viktor/T7/gravitational-waves-kaggle-2022/train/1523dcd0c.npy
61,15711ccac,0,/media/viktor/T7/gravitational-waves-kaggle-2022/kaggle-data/train/15711ccac.hdf5,15711ccac,/media/viktor/T7/gravitational-waves-kaggle-2022/train/15711ccac.npy
62,1607fd753,1,/media/viktor/T7/gravitational-waves-kaggle-2022/kaggle-data/train/1607fd753.hdf5,1607fd753,/media/viktor/T7/gravitational-waves-kaggle-2022/train/1607fd753.npy
63,1712c1199,1,/media/viktor/T7/gravitational-waves-kaggle-2022/kaggle-data/train/1712c1199.hdf5,1712c1199,/media/viktor/T7/gravitational-waves-kaggle-2022/train/1712c1199.npy
64,172f7b322,1,/media/viktor/T7/gravitational-waves-kaggle-2022/kaggle-data/train/172f7b322.hdf5,172f7b322,/media/viktor/T7/gravitational-waves-kaggle-2022/train/172f7b322.npy
65,1748ad051,1,/media/viktor/T7/gravitational-waves-kaggle-2022/kaggle-data/train/1748ad051.hdf5,1748ad051,/media/viktor/T7/gravitational-waves-kaggle-2022/train/1748ad051.npy
66,176bbd2f3,1,/media/viktor/T7/gravitational-waves-kaggle-2022/kaggle-data/train/176bbd2f3.hdf5,176bbd2f3,/media/viktor/T7/gravitational-waves-kaggle-2022/train/176bbd2f3.npy
67,177d1a100,0,/media/viktor/T7/gravitational-waves-kaggle-2022/kaggle-data/train/177d1a100.hdf5,177d1a100,/media/viktor/T7/gravitational-waves-kaggle-2022/train/177d1a100.npy
68,1796d0836,1,/media/viktor/T7/gravitational-waves-kaggle-2022/kaggle-data/train/1796d0836.hdf5,1796d0836,/media/viktor/T7/gravitational-waves-kaggle-2022/train/1796d0836.npy
69,185861ab1,0,/media/viktor/T7/gravitational-waves-kaggle-2022/kaggle-data/train/185861ab1.hdf5,185861ab1,/media/viktor/T7/gravitational-waves-kaggle-2022/train/185861ab1.npy
70,1870a98f1,1,/media/viktor/T7/gravitational-waves-kaggle-2022/kaggle-data/train/1870a98f1.hdf5,1870a98f1,/media/viktor/T7/gravitational-waves-kaggle-2022/train/1870a98f1.npy
71,18820ee18,1,/media/viktor/T7/gravitational-waves-kaggle-2022/kaggle-data/train/18820ee18.hdf5,18820ee18,/media/viktor/T7/gravitational-waves-kaggle-2022/train/18820ee18.npy
72,18e3c9a55,0,/media/viktor/T7/gravitational-waves-kaggle-2022/kaggle-data/train/18e3c9a55.hdf5,18e3c9a55,/media/viktor/T7/gravitational-waves-kaggle-2022/train/18e3c9a55.npy
73,19adcfeb2,0,/media/viktor/T7/gravitational-waves-kaggle-2022/kaggle-data/train/19adcfeb2.hdf5,19adcfeb2,/media/viktor/T7/gravitational-waves-kaggle-2022/train/19adcfeb2.npy
74,1a25b5854,0,/media/viktor/T7/gravitational-waves-kaggle-2022/kaggle-data/train/1a25b5854.hdf5,1a25b5854,/media/viktor/T7/gravitational-waves-kaggle-2022/train/1a25b5854.npy
75,1afaf159d,1,/media/viktor/T7/gravitational-waves-kaggle-2022/kaggle-data/train/1afaf159d.hdf5,1afaf159d,/media/viktor/T7/gravitational-waves-kaggle-2022/train/1afaf159d.npy
76,1b6398c69,1,/media/viktor/T7/gravitational-waves-kaggle-2022/kaggle-data/train/1b6398c69.hdf5,1b6398c69,/media/viktor/T7/gravitational-waves-kaggle-2022/train/1b6398c69.npy
77,1b9093ebf,0,/media/viktor/T7/gravitational-waves-kaggle-2022/kaggle-data/train/1b9093ebf.hdf5,1b9093ebf,/media/viktor/T7/gravitational-waves-kaggle-2022/train/1b9093ebf.npy
78,1b9900804,1,/media/viktor/T7/gravitational-waves-kaggle-2022/kaggle-data/train/1b9900804.hdf5,1b9900804,/media/viktor/T7/gravitational-waves-kaggle-2022/train/1b9900804.npy
79,1bae97647,1,/media/viktor/T7/gravitational-waves-kaggle-2022/kaggle-data/train/1bae97647.hdf5,1bae97647,/media/viktor/T7/gravitational-waves-kaggle-2022/train/1bae97647.npy
80,1be8a8204,1,/media/viktor/T7/gravitational-waves-kaggle-2022/kaggle-data/train/1be8a8204.hdf5,1be8a8204,/media/viktor/T7/gravitational-waves-kaggle-2022/train/1be8a8204.npy
