file,label,depth
/media/viktor/T7/gravitational-waves-kaggle-2022/datasets/dataset-v1/generated-data/signals/amplitudes_e04f7307e_12.66100554763498_True.npy,1,12.66100554763498
/media/viktor/T7/gravitational-waves-kaggle-2022/datasets/dataset-v1/generated-data/noise/amplitudes_6b5dac07e_11.681395894735852_False.npy,0,11.681395894735852
/media/viktor/T7/gravitational-waves-kaggle-2022/datasets/dataset-v1/generated-data/noise/amplitudes_999b82083_19.80638459857745_False.npy,0,19.80638459857745
/media/viktor/T7/gravitational-waves-kaggle-2022/datasets/dataset-v1/generated-data/noise/amplitudes_6fb096f56_12.89335280943935_False.npy,0,12.89335280943935
/media/viktor/T7/gravitational-waves-kaggle-2022/datasets/dataset-v1/generated-data/noise/amplitudes_7ca256091_11.822670116096356_False.npy,0,11.822670116096356
/media/viktor/T7/gravitational-waves-kaggle-2022/datasets/dataset-v1/generated-data/signals/amplitudes_54a627aa1_14.673237542106326_True.npy,1,14.673237542106326
/media/viktor/T7/gravitational-waves-kaggle-2022/datasets/dataset-v1/generated-data/noise/amplitudes_f4b7c4a65_22.562439658867937_False.npy,0,22.562439658867937
/media/viktor/T7/gravitational-waves-kaggle-2022/datasets/dataset-v1/generated-data/signals/amplitudes_d47cb9f6b_16.95949947950031_True.npy,1,16.95949947950031
/media/viktor/T7/gravitational-waves-kaggle-2022/datasets/dataset-v1/generated-data/signals/amplitudes_a9e280d75_22.149769481317687_True.npy,1,22.149769481317687
/media/viktor/T7/gravitational-waves-kaggle-2022/datasets/dataset-v1/generated-data/signals/amplitudes_130374602_10.371280066908625_True.npy,1,10.371280066908625
/media/viktor/T7/gravitational-waves-kaggle-2022/datasets/dataset-v1/generated-data/signals/amplitudes_dcb3d4bb4_13.27971424471229_True.npy,1,13.27971424471229
/media/viktor/T7/gravitational-waves-kaggle-2022/datasets/dataset-v1/generated-data/signals/amplitudes_d9f39a0ec_13.346179652047656_True.npy,1,13.346179652047656
/media/viktor/T7/gravitational-waves-kaggle-2022/datasets/dataset-v1/generated-data/noise/amplitudes_238548328_23.347283585530647_False.npy,0,23.347283585530647
/media/viktor/T7/gravitational-waves-kaggle-2022/datasets/dataset-v1/generated-data/signals/amplitudes_29abd7242_14.837048151305725_True.npy,1,14.837048151305725
/media/viktor/T7/gravitational-waves-kaggle-2022/datasets/dataset-v1/generated-data/noise/amplitudes_bd5eea5db_15.476887384854944_False.npy,0,15.476887384854944
/media/viktor/T7/gravitational-waves-kaggle-2022/datasets/dataset-v1/generated-data/noise/amplitudes_bc6d0617b_10.020427266373341_False.npy,0,10.020427266373341
/media/viktor/T7/gravitational-waves-kaggle-2022/datasets/dataset-v1/generated-data/noise/amplitudes_bef94e088_19.701149948113105_False.npy,0,19.701149948113105
/media/viktor/T7/gravitational-waves-kaggle-2022/datasets/dataset-v1/generated-data/noise/amplitudes_297852c10_23.82374235385074_False.npy,0,23.82374235385074
/media/viktor/T7/gravitational-waves-kaggle-2022/datasets/dataset-v1/generated-data/signals/amplitudes_8b17c9858_15.487042473449687_True.npy,1,15.487042473449687
/media/viktor/T7/gravitational-waves-kaggle-2022/datasets/dataset-v1/generated-data/noise/amplitudes_aafeb4975_19.4894162992288_False.npy,0,19.4894162992288
/media/viktor/T7/gravitational-waves-kaggle-2022/datasets/dataset-v1/generated-data/signals/amplitudes_a52e4a70a_10.234222291527432_True.npy,1,10.234222291527432
/media/viktor/T7/gravitational-waves-kaggle-2022/datasets/dataset-v1/generated-data/noise/amplitudes_28375a381_12.347200336290385_False.npy,0,12.347200336290385
/media/viktor/T7/gravitational-waves-kaggle-2022/datasets/dataset-v1/generated-data/noise/amplitudes_678a7b752_23.66689795436462_False.npy,0,23.66689795436462
/media/viktor/T7/gravitational-waves-kaggle-2022/datasets/dataset-v1/generated-data/noise/amplitudes_1655b0606_19.2668230226046_False.npy,0,19.2668230226046
/media/viktor/T7/gravitational-waves-kaggle-2022/datasets/dataset-v1/generated-data/noise/amplitudes_b6043b71d_22.810029567643156_False.npy,0,22.810029567643156
/media/viktor/T7/gravitational-waves-kaggle-2022/datasets/dataset-v1/generated-data/noise/amplitudes_dce0cfaf6_14.781871867232628_False.npy,0,14.781871867232628
/media/viktor/T7/gravitational-waves-kaggle-2022/datasets/dataset-v1/generated-data/signals/amplitudes_53e623722_18.155837970969646_True.npy,1,18.155837970969646
/media/viktor/T7/gravitational-waves-kaggle-2022/datasets/dataset-v1/generated-data/noise/amplitudes_13c0417d6_12.979042994698451_False.npy,0,12.979042994698451
/media/viktor/T7/gravitational-waves-kaggle-2022/datasets/dataset-v1/generated-data/noise/amplitudes_09d69b8ef_21.78936153955319_False.npy,0,21.78936153955319
